0.20000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20001 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20002 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20004 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20006 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20009 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20012 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20016 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20020 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20025 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20030 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20036 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20042 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20048 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20056 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20063 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20071 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20080 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20089 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20099 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20109 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20119 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20130 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20142 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20154 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20167 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20180 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20193 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20207 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20222 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20237 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20252 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20268 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20285 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20302 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20319 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20337 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20356 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20375 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20394 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20414 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20435 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20456 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
0.20477 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000
